user_id,movie_id,rate
12779,rear+window+1954,5
498106,the+godfather+part+ii+1974,4
426319,braveheart+1995,3
172731,black+cat_+white+cat+1998,5
284810,who+is+killing+the+great+chefs+of+europe+1978,3
242014,south+park+imaginationland+2008,4
27525,dr.+strangelove+or+how+i+learned+to+stop+worrying+and+love+the+bomb+1964,5
490523,russell+brand+messiah+complex+2013,3
373997,star+wars+1977,4
152424,just+one+of+the+guys+1985,2
344662,tarzans+secret+treasure+1941,3
221988,modern+times+1936,4
239030,the+godfather+1972,3
224282,dr.+strangelove+or+how+i+learned+to+stop+worrying+and+love+the+bomb+1964,5
431540,the+longest+day+1962,4
331298,the+avengers+2012,5
100243,schindlers+list+1993,5
294116,taxi+driver+1976,4
171934,the+lives+of+others+2006,5
419181,city+of+god+2002,4
96232,forrest+gump+1994,5
242426,the+princess+bride+1987,4
164653,the+graduate+1967,4
3727,visiting+hours+1982,4
519697,city+lights+1931,4
450016,the+graduate+1967,5
14092,stargate+continuum+2008,4
540875,the+graduate+1967,4
211898,pulp+fiction+1994,5
419457,the+avengers+2012,5
321209,ivul+2010,3
62977,the+usual+suspects+1995,5
410151,city+of+god+2002,4
404448,the+empire+strikes+back+1980,4
326599,whisper+of+the+heart+1995,5
358903,a+blueprint+for+murder+1953,4
116842,this+boys+life+1993,3
476753,d-tox+2002,4
41995,amlie+2001,4
453744,the+shawshank+redemption+1994,5
357700,schindlers+list+1993,4
69968,raiders+of+the+lost+ark+1981,5
171779,m+1931,5
350001,my+last+day+without+you+2011,4
449159,secondhand+lions+2003,5
576537,up+the+down+staircase+1967,4
558183,the+knack...+and+how+to+get+it+1965,4
469922,the+lord+of+the+rings+the+two+towers+2002,3
494208,the+lookout+2007,4
232734,touch+of+evil+1958,3
206624,nachbarinnen+2004,3
473227,kiss+and+make-up+1934,3
102985,a+close+shave+1995,5
582310,harry+potter+and+the+deathly+hallows+part+2+2011,4
551225,enemy+of+the+state+1998,5
233208,my+fathers+glory+1990,3
298888,city+of+god+2002,4
480918,memento+2000,4
173044,black+cat_+white+cat+1998,4
107827,one+eight+seven+1997,2
498511,john+wick+2014,3
243971,starship+troopers+1997,4
541247,the+equalizer+2014,4
189333,american+beauty+1999,4
380421,the+shawshank+redemption+1994,4
15320,andy+hardy+meets+debutante+1940,4
416027,crazy_+stupid_+love.+2011,4
30503,the+decline+of+the+american+empire+1986,4
398968,the+life+of+jesus+1997,5
209406,life+is+beautiful+1997,3
356717,modern+times+1936,4
22398,the+usual+suspects+1995,4
38846,american+beauty+1999,5
322709,the+princess+bride+1987,4
301576,the+gilded+lily+1935,3
25580,howls+moving+castle+2004,4
476711,the+shawshank+redemption+1994,4
298327,the+silence+of+the+lambs+1991,4
342432,schindlers+list+1993,4
85913,a+man+escaped+1956,4
362913,the+lives+of+others+2006,4
399485,north+by+northwest+1959,4
72355,the+princess+bride+1987,5
490923,pulp+fiction+1994,4
252435,when+pigs+have+wings+2011,4
557384,high+noon+1952,4
440448,the+east+2013,4
19021,closely+watched+trains+1966,4
484796,shock+treatment+1981,3
217840,david+copperfield+2001,4
484291,the+raid+1954,4
351777,the+matrix+1999,4
240848,alien+1979,4
271005,raiders+of+the+lost+ark+1981,5
487576,the+best+years+of+our+lives+1946,5
520200,persepolis+2007,4
27720,star+wars+1977,4
509876,north+by+northwest+1959,5
506006,lawrence+of+arabia+1962,4
42930,the+godfather+1972,5
382432,star+wars+episode+iii+-+revenge+of+the+sith+2005,4
89112,flamingo+road+1949,5
355616,the+matrix+1999,4
472394,the+lord+of+the+rings+the+two+towers+2002,5
179586,life+is+beautiful+1997,4
426336,creature+comforts+1989,4
575542,the+brotherhood+1968,4
87426,city+lights+1931,4
336875,schindlers+list+1993,5
389350,blood+of+ghastly+horror+1972,3
278248,the+usual+suspects+1995,5
325590,the+prestige+2006,4
361296,apocalypse+now+1979,4
19964,the+lives+of+others+2006,4
260829,hababam+snf+uyanyor+1976,3
510954,the+bourne+identity+2002,5
527282,the+green+mile+1999,3
10055,the+godfather+1972,4
389455,savior+1998,4
1595,the+godfather+1972,5
478423,brazil+1985,4
78896,the+godfather+part+ii+1974,5
341041,life+is+beautiful+1997,5
242737,george+lopez+tall_+dark++chicano+2009,4
11175,a+night+in+old+mexico+2013,3
511545,dr.+strangelove+or+how+i+learned+to+stop+worrying+and+love+the+bomb+1964,3
584112,the+matrix+1999,5
414726,schindlers+list+1993,5
592210,maleficent+2014,4
391766,the+usual+suspects+1995,4
452599,bridesmaids+2011,4
421090,star+wars+1977,5
476578,city+of+god+2002,2
178970,the+princess+bride+1987,4
336595,the+silence+of+the+lambs+1991,5
332848,under+the+flag+of+the+rising+sun+1972,3
39303,the+shawshank+redemption+1994,4
489995,american+beauty+1999,4
475248,alien+autopsy+2006,3
172842,the+lord+of+the+rings+the+two+towers+2002,4
490654,the+usual+suspects+1995,4
249150,young+guns+1988,4
247044,the+shawshank+redemption+1994,3
353565,world+trade+center+2006,3
115923,american+beauty+1999,5
491035,aladdin+1992,4
338316,a+summer+in+st.+tropez+1983,3
439358,brother+2+2000,4
155165,life+is+beautiful+1997,4
286504,citizen+kane+1941,3
122489,city+lights+1931,4
65950,the+godfather+1972,4
195548,gladiator+2000,4
215824,the+kingdom+1994,5
71019,the+usual+suspects+1995,5
289182,peter+pan+1953,4
301087,the+imitation+game+2014,4
56827,chronicle+of+a+summer+1961,3
14585,forrest+gump+1994,3
345816,the+matrix+1999,4
526446,the+pianist+2002,3
379572,dr.+horribles+sing-along+blog+2008,3
312664,city+lights+1931,5
228104,the+east+2013,3
333110,coraline+2009,3
200223,terminator+2+judgment+day+1991,4
179271,city+lights+1931,3
86593,rear+window+1954,5
515438,the+mirror+1997,3
90731,barbie+a+perfect+christmas+2011,3
168790,schindlers+list+1993,5
319127,the+boys+of+st.+vincent+1992,4
196605,ponyo+2008,3
458589,life+is+beautiful+1997,4
75485,black+cat_+white+cat+1998,3
122554,city+of+god+2002,5
59717,north+by+northwest+1959,3
36393,schindlers+list+1993,3
567428,the+usual+suspects+1995,4
387395,warlock+1959,3
524284,city+lights+1931,4
466491,percy+jackson++the+olympians+the+lightning+thief+2010,3
221284,true+lies+1994,4
62882,kandukondain+kandukondain+2000,4
454270,despicable+me+2+2013,4
323839,indiana+jones+and+the+last+crusade+1989,4
256078,top+hat+1935,4
165259,memories+1995,5
12458,cheers+for+miss+bishop+1941,3
290672,until+the+end+of+the+world+1991,4
59876,incendies+2010,4
588735,ratcatcher+1999,3
164797,life+is+beautiful+1997,4
145846,fast_+cheap++out+of+control+1997,4
441425,damage+1992,5
574487,the+shawshank+redemption+1994,5
472836,a+close+shave+1995,5
170102,surfwise+2007,3
205430,city+lights+1931,4
340626,cinema+paradiso+1988,4
503336,aparajito+1956,4
2098,forrest+gump+1994,5
18483,three+colors+red+1994,5
347852,m+1931,4
166904,merry+christmas_+mr.+lawrence+1983,4
184954,schindlers+list+1993,4
552827,reds+dream+1987,3
104782,12+angry+men+1957,4
275207,whats+love+got+to+do+with+it+1993,3
125079,ghostbusters+1984,2
180433,dawn+of+the+planet+of+the+apes+2014,4
203466,amlie+2001,4
435771,akira+1988,4
120490,black+cat_+white+cat+1998,5
114333,lavventura+1960,4
111380,django+unchained+2012,5
341128,katze+im+sack+2005,4
526677,saving+private+ryan+1998,4
469502,the+neverending+story+1984,3
338267,aparajito+1956,4
149474,city+lights+1931,4
84638,rosemarys+baby+1968,2
289612,how+to+train+your+dragon+2+2014,4
435962,city+lights+1931,4
134277,lone+wolf+and+cub+baby+cart+at+the+river+styx+1972,3
382444,the+39+steps+2008,4
331399,takva+a+mans+fear+of+god+2006,4
22745,good+bye_+lenin+2003,5
532140,die+hard+2+1990,4
257269,the+maltese+falcon+1941,4
480506,the+usual+suspects+1995,4
342141,the+scarlet+pimpernel+1934,4
141246,24+city+2008,3
357503,inception+2010,3
443590,pans+labyrinth+2006,3
211413,touch+of+evil+1958,3
340252,aparajito+1956,4
553261,shadow+of+a+doubt+1943,4
538444,the+letter+1940,4
508290,donnie+darko+2001,3
82241,it+happened+one+night+1934,4
260407,the+guardian+2006,1
397440,do+you+wanna+know+a+secret+2001,3
244935,star+wars+1977,4
574328,the+empire+strikes+back+1980,4
538252,lawrence+of+arabia+1962,5
283397,lust+for+life+1956,5
552188,the+last+samurai+2003,4
301053,spellbound+2002,3
125605,black+cat_+white+cat+1998,5
252544,nights+of+cabiria+1957,4
375966,city+lights+1931,4
314461,king+and+the+clown+2005,2
267369,about+time+2013,3
573014,the+godfather+1972,4
51841,casino+royale+2006,4
361921,the+lives+of+others+2006,4
416391,modern+times+1936,4
331656,american+beauty+1999,5
218166,life+is+beautiful+1997,3
442313,the+shawshank+redemption+1994,5
72834,destiny+1921,3
314826,fight+club+1999,5
280460,blade+runner+1982,5
418102,inglourious+basterds+2009,5
455122,rear+window+1954,4
339165,a+boy+named+charlie+brown+1969,5
150453,schindlers+list+1993,4
450358,nightcrawler+2014,5
455846,flame++citron+2008,3
16984,sholay+1975,4
442875,the+cookout+2004,3
571789,vice+2015,3
386251,schindlers+list+1993,4
501516,tales+from+the+golden+age+2009,4
333333,white+shadows+in+the+south+seas+1928,4
242901,city+lights+1931,3
319992,the+green+mile+1999,3
174228,triumph+of+the+nerds+the+rise+of+accidental+empires+1996,4
11102,city+lights+1931,4
356065,blade+runner+1982,5
141738,blackadder+back++forth+1999,4
345817,session+9+2001,3
452449,black+cat_+white+cat+1998,4
286083,casino+royale+2006,4
411897,the+shawshank+redemption+1994,5
176726,happy+people+a+year+in+the+taiga+2010,5
279037,raiders+of+the+lost+ark+1981,5
370855,3-iron+2004,4
543690,the+godfather+1972,5
345886,dr.+strangelove+or+how+i+learned+to+stop+worrying+and+love+the+bomb+1964,5
28675,spirited+away+2001,5
21669,blade+runner+1982,5
574825,star+wars+1977,4
241899,incendies+2010,5
274059,the+silence+of+the+lambs+1991,5
298708,pans+labyrinth+2006,5
91493,schindlers+list+1993,5
240094,star+wars+1977,4
458872,the+shawshank+redemption+1994,4
220709,robot+carnival+1987,4
407318,the+lives+of+others+2006,4
486179,the+conversation+1974,4
553602,the+lord+of+the+rings+the+two+towers+2002,5
122386,the+godfather+1972,5
269121,incendies+2010,5
567297,3-iron+2004,4
480656,pirates+of+the+caribbean+at+worlds+end+2007,4
229340,american+beauty+1999,5
104228,the+shawshank+redemption+1994,5
356641,the+matrix+1999,4
328443,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,5
377367,the+princess+bride+1987,3
375168,pulp+fiction+1994,5
42740,the+shawshank+redemption+1994,5
99187,aparajito+1956,4
566480,star+wars+1977,5
336788,batman+begins+2005,4
43739,fargo+1996,4
242265,kinyarwanda+2011,4
518987,city+lights+1931,4
49219,lincruste+2004,3
374970,schindlers+list+1993,5
572815,shanghai+knights+2003,3
455734,blade+runner+1982,5
70328,cinderella+ii+dreams+come+true+2002,3
283603,the+godfather+1972,5
502779,fight+club+1999,5
395122,kino+eye+1924,3
437292,city+lights+1931,5
200326,selena+1997,3
426767,the+graduate+1967,5
272900,the+civil+war+1990,5
194685,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4
371996,a+close+shave+1995,4
343043,a+raisin+in+the+sun+1961,5
559705,forrest+gump+1994,4
225254,bambi+1942,2
496544,hotel+rwanda+2004,4
216753,the+shawshank+redemption+1994,5
118798,m+1931,4
516462,city+lights+1931,4
582498,dogtooth+2009,3
168020,donnie+darko+2001,4
350446,toy+story+1995,4
507494,kikis+delivery+service+1989,4
2052,city+of+god+2002,5
426318,life+is+beautiful+1997,5
93773,pirates+of+the+caribbean+dead+mans+chest+2006,4
451284,casablanca+1942,4
43241,the+lord+of+the+rings+the+return+of+the+king+2003,4
359041,the+hobbit+the+desolation+of+smaug+2013,3
142185,a+patch+of+blue+1965,5
458228,one+flew+over+the+cuckoos+nest+1975,5
541214,taxi+driver+1976,5
367012,the+wrong+trousers+1993,3
19143,black+cat_+white+cat+1998,5
458824,two+guys+talkin+about+girls+1995,2
8505,city+lights+1931,5
296936,the+princess+bride+1987,4
348711,the+usual+suspects+1995,4
222958,the+killers+1946,4
10041,fargo+1996,5
467503,schindlers+list+1993,5
99091,pans+labyrinth+2006,4
495391,operation+petticoat+1959,3
538059,the+shawshank+redemption+1994,4
351369,the+matrix+1999,5
24319,the+lives+of+others+2006,5
27144,the+lives+of+others+2006,5
454069,life+is+beautiful+1997,4
253541,blade+ii+2002,4
426727,raise+the+red+lantern+1991,5
237878,the+shawshank+redemption+1994,4
181862,city+lights+1931,4
236140,moon+2009,4
166451,pirates+of+the+great+salt+lake+2006,3
125660,princess+mononoke+1997,5
87487,the+usual+suspects+1995,4
