user_id,movie_id,watch,timestamp
608261,the+pruitt-igoe+myth+2012,17
773536,generation+kill+2008,173
410988,the+page+turner+2006,6
524433,piggy+2012,5
638793,scarface+1983,94
516423,the+shawshank+redemption+1994,67
73063,slums+of+beverly+hills+1998,9
228192,imaginary+heroes+2004,22
747263,gone+girl+2014,37
190720,christmas+in+connecticut+1945,37
637659,the+devil+wears+prada+2006,67
261822,indiana+jones+and+the+last+crusade+1989,47
398228,the+lord+of+the+rings+the+two+towers+2002,38
540334,garden+lovers+2014,45
475951,sweeney+todd+the+demon+barber+of+fleet+street+1982,72
587931,skyjacked+1972,1
465181,no+way+out+1987,59
456321,how+to+train+your+dragon+2010,82
140687,that+championship+season+1982,27
137201,faat+kin+2001,58
661486,the+end+of+the+affair+1955,35
38963,them+2006,74
709892,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,99
475616,sleuth+1972,86
638951,the+hobbit+the+desolation+of+smaug+2013,13
755189,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,172
703430,the+chronicles+of+narnia+the+lion_+the+witch+and+the+wardrobe+2005,133
348118,princess+orourke+1943,14
79893,house+of+9+2005,15
315878,bleeder+1999,80
6303,cassandras+dream+2007,91
394782,arrowsmith+1931,86
724007,galaxy+quest+1999,27
112637,the+lady+eve+1941,80
266260,oceans+eleven+1960,58
466169,away+we+go+2009,3
533228,snow+white+and+the+huntsman+2012,100
22106,jeanne+dielman_+23_+quai+du+commerce+1080+bruxelles+1975,93
439940,absurdistan+2008,63
742260,the+life+before+her+eyes+2007,81
202694,yankee+doodle+dandy+1942,7
304799,princess+mononoke+1997,6
451937,the+shawshank+redemption+1994,119
170189,ricky+gervais+live+animals+2003,45
202741,the+best+of+youth+2003,63
688087,mrs.+doubtfire+1993,75
22481,aparajito+1956,75
378387,saving+private+ryan+1998,24
212483,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,99
10364,home+on+the+range+2004,54
413815,illegal+tender+2007,75
498503,under+african+skies+2012,74
732490,the+upside+of+anger+2005,30
554985,the+fantastic+night+1942,25
55677,body+fat+index+of+love+2012,97
468618,high+and+low+1963,95
53881,the+lone+ranger+1938,214
284625,whiplash+2014,102
667634,generation+kill+2008,109
428700,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,42
263930,interstellar+2014,141
313177,the+lord+of+the+rings+the+two+towers+2002,111
771587,trailer+park+boys+dont+legalize+it+2014,85
80119,mouchette+1967,26
528857,the+speed+of+thought+2011,18
45907,four+rooms+1995,2
670231,che+part+one+2008,116
520088,willy+wonka++the+chocolate+factory+1971,91
357200,el+padrecito+1964,96
233172,a+tale+of+two+sisters+2003,6
462021,the+lord+of+the+rings+the+two+towers+2002,88
128826,nausica+of+the+valley+of+the+wind+1984,54
747967,the+lion+king+1994,24
240947,watchmen+2009,152
747842,the+wonderful_+horrible+life+of+leni+riefenstahl+1993,119
137215,the+last+castle+2001,95
776025,enemy+at+the+gates+2001,44
555907,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,80
604499,the+serpents+egg+1977,40
590887,saving+private+ryan+1998,25
771401,yellow+submarine+1968,51
384107,finding+neverland+2004,42
347049,close+encounters+of+the+third+kind+1977,38
94843,mondovino+2004,45
283882,willy+wonka++the+chocolate+factory+1971,25
179505,hurry+sundown+1967,129
532585,nicholas+nickleby+2002,96
200672,let+the+good+times+roll+1973,95
158664,march+of+the+penguins+2005,13
636777,orders+1974,97
556292,the+man+who+knew+too+much+1956,92
187036,blood+simple+1984,2
490948,nachbarinnen+2004,75
24578,letter+from+an+unknown+woman+1948,8
155595,the+girl+from+nowhere+2013,78
392343,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,135
556518,aladdin+1992,88
412236,wolves+2014,20
