user_id,movie_id,watch,timestamp
199356,frontiers+2007,2
21524,our+children+2012,4
192039,bowling+for+columbine+2002,3
90774,the+tunnel+2011,5
575894,shermans+march+1985,35
307099,rush+2013,19
322630,hatari+1962,121
417665,a+tale+of+two+sisters+2003,37
26372,night+of+the+living+dead+3d+2007,28
145417,the+rage+in+placid+lake+2003,79
367767,lust+for+life+1956,96
498150,this+is+my+father+1999,47
370583,make+your+move+2013,42
472040,seasons+beatings+1999,44
273100,television+under+the+swastika+1999,32
486347,the+matrix+1999,130
248165,the+swedish+moment+2014,60
367752,flower+drum+song+1961,3
625939,diary+of+a+country+priest+1951,15
105537,ratatouille+2007,41
445565,my+neighbor+totoro+1988,13
395019,the+magic+flute+1975,54
168826,the+greatest+story+ever+told+1965,29
612088,the+dark+knight+rises+2012,29
365792,the+matrix+1999,6
283460,torn+curtain+1966,69
70323,the+devil+wears+prada+2006,107
49949,the+sleepy+time+gal+2001,59
173024,the+princess+and+the+frog+2009,45
37909,fight+club+1999,9
615898,harry+potter+and+the+chamber+of+secrets+2002,127
263326,fort+apache+1948,114
126591,the+green+mile+1999,26
405486,odds+against+tomorrow+1959,57
633463,vatel+2000,123
634086,freeze+me+2000,40
499618,parkland+2013,65
507493,the+terminator+1984,78
620871,monsters+ball+2001,58
299462,10+things+i+hate+about+you+1999,46
176053,raiders+of+the+lost+ark+1981,66
145983,david+and+lisa+1962,19
138780,dial+m+for+murder+1954,74
511876,in+cold+blood+1967,50
619296,private+hell+36+1954,73
95919,the+yacoubian+building+2006,140
194682,birdman+of+alcatraz+1962,41
397291,the+thieves+2012,53
649137,the+perils+of+pauline+1914,2
354419,marriage+italian+style+1964,17
295084,ponyo+2008,18
349398,prime+2005,47
226486,salon+kitty+1976,52
147525,the+cat+returns+2002,39
287509,harry+potter+and+the+order+of+the+phoenix+2007,134
386439,paternity+1981,58
276548,blue+is+the+warmest+color+2013,15
566133,gladiator+2000,40
446428,how+to+train+your+dragon+2010,10
149987,match+point+2005,47
227278,bicycle+thieves+1948,1
290285,l.a.+confidential+1997,135
558087,zach+galifianakis+live+at+the+purple+onion+2007,2
31273,the+queen+of+versailles+2012,49
100146,the+lord+of+the+rings+the+return+of+the+king+2003,3
190644,manderlay+2005,46
478066,through+the+olive+trees+1994,93
422462,spider-man+2002,14
336130,flags+of+our+fathers+2006,53
536718,the+fifth+element+1997,32
498468,toy+story+2+1999,67
26448,the+ultimate+gift+2006,107
330799,the+matrix+1999,18
620149,the+good_+the+bad+and+the+ugly+1966,114
175177,muppet+treasure+island+1996,15
564845,whiplash+2014,7
460949,boom+town+1940,45
440560,clown+2014,16
367677,shrek+2001,19
342035,the+black+rose+1950,109
150530,i+live+in+fear+1955,38
550669,star+wars+1977,101
93821,how+to+train+your+dragon+2010,97
86573,the+swan+1956,76
6129,sasquatch_+the+legend+of+bigfoot+1976,79
516537,e+a...+comeu+2012,100
597069,amadeus+1984,85
348407,se7en+1995,32
105166,1114+2003,83
499677,the+fifth+element+1997,100
186085,the+magic+of+mlis+1997,87
556731,snake+and+crane+arts+of+shaolin+1978,82
344963,whatever+works+2009,87
433049,johnny+angel+1945,42
304483,how+to+train+your+dragon+2010,1
214686,the+public+woman+1984,84
537110,vagabond+1985,22
538172,spirited+away+2001,33
134757,dirty+dancing+1987,65
641214,the+beast+1975,87
161480,snow+white+and+the+seven+dwarfs+1937,80
202238,spirited+away+2001,69
619089,camel+spiders+2011,71
412648,tevye+1939,75
263434,columbus+circle+2012,82
82441,speechless+1994,63
204417,savages+1972,85
243830,priceless+2006,2
603966,the+apartment+1960,55
268268,the+wrong+box+1966,67
164276,harry+potter+and+the+order+of+the+phoenix+2007,68
265280,mulan+1998,56
579683,arnold+1973,42
490543,metropolis+1927,43
141372,the+woodcarver+2012,91
548204,kestrels+eye+1998,71
552289,how+to+train+your+dragon+2010,58
639062,the+devils+brigade+1968,59
143542,the+hunchback+of+notre+dame+1996,51
58026,forbidden+planet+1956,55
45425,willy+wonka++the+chocolate+factory+1971,53
595844,inception+2010,113
43190,alien+1979,55
202469,stir+of+echoes+1999,97
356502,brink+of+life+1958,50
280174,my+neighbor+totoro+1988,44
594722,without+a+clue+1988,7
40184,chappie+2015,20
571117,se7en+1995,15
235111,the+chamber+1996,12
509807,the+skys+the+limit+1943,21
175297,confessions+from+a+holiday+camp+1977,27
411398,walle+2008,29
444974,big+hero+6+2014,44
71184,porgy+and+bess+1959,47
553794,the+killers+1946,78
485933,mulan+1998,32
552224,blade+runner+1982,17
182595,toy+story+2+1999,31
162568,brave+2012,34
535009,first+blood+1982,25
254271,dances+with+wolves+1990,153
222322,nelly+and+monsieur+arnaud+1996,57
330617,my+neighbor+totoro+1988,25
539823,italian+for+beginners+2000,49
128432,the+lion+king+1994,57
91870,harry+potter+and+the+philosophers+stone+2001,116
581597,anchors+aweigh+1945,3
115493,pitch+perfect+2012,29
361264,blade+1998,31
512736,love+meetings+1965,19
547521,capturing+mary+2007,17
252565,to+kill+a+mockingbird+1962,83
62160,true+lies+1994,21
449105,sunday+in+new+york+1963,28
389367,iron+man+2008,74
340454,journeys+with+george+2002,22
85847,alien+1979,3
632405,atm+2012,57
650863,soldier+of+fortune+1955,13
188926,america+before+columbus+2009,13
301771,the+musketeers+of+pig+alley+1912,9
511842,boats+2013,6
328408,charleston+1977,2
597457,white+oleander+2002,4
196111,2001+a+space+odyssey+1968,1
604196,the+entertainer+1960,0
207357,a+midnight+clear+1992,0
5168,the+snow+walker+2003,0
2571,nightcrawler+2014,0
482429,the+crime+of+padre+amaro+2002,0
113788,the+casino+murder+case+1935,14
80735,the+fifth+element+1997,72
153890,at+sea+2007,48
282268,sex_+lies_+and+videotape+1989,84
89023,thunder+rock+1942,82
381973,to+sir_+with+love+1967,103
39943,airplane+1980,5
255449,eden+lake+2008,68
174975,shutter+island+2010,11
511549,the+shawshank+redemption+1994,133
204157,forrest+gump+1994,83
353116,harry+potter+and+the+deathly+hallows+part+2+2011,26
391630,follow+the+fleet+1936,37
583588,maid+of+salem+1937,53
506959,kawa+2010,6
167924,season+of+monsters+1987,90
67392,recount+2008,15
468403,side+by+side+2012,18
337581,the+hobbit+the+battle+of+the+five+armies+2014,31
33968,heimat+a+chronicle+of+germany+1984,420
599881,jarhead+2005,42
424009,the+reincarnation+of+peter+proud+1975,41
509107,picture+this+2008,56
433084,the+witnesses+2007,106
39218,blithe+spirit+1945,73
420409,student+bodies+1981,44
271001,the+kingdom+of+dreams+and+madness+2013,108
114378,mondo+cane+1962,45
593419,alexander+nevsky+1938,21
357112,my+neighbor+totoro+1988,40
93205,man+of+marble+1977,1
264496,reservoir+dogs+1992,52
152860,road+to+utopia+1946,19
86690,fiftyfifty+1992,25
551559,the+killing+fields+1984,34
16573,harry+potter+and+the+goblet+of+fire+2005,97
8098,the+shawshank+redemption+1994,29
361913,jekyll++hyde+2006,34
464393,gladiator+2000,5
601929,the+harder+they+fall+1956,49
130104,independence+day+1996,57
504618,se7en+1995,67
402109,the+three+musketeers+1933,75
437322,up+the+river+1930,27
31910,men+in+black+ii+2002,15
493954,the+purge+anarchy+2014,79
349792,nora+2000,68
179607,galaxy+quest+1999,35
536165,in+the+loop+2009,101
339332,smoke+signals+1998,35
325462,doughboys+1930,9
62186,den+ofrivillige+golfaren+1991,49
106998,three+colors+red+1994,19
276021,se7en+1995,15
485797,the+jericho+mile+1979,14
17345,baby+boom+1987,64
393098,shame+1968,97
379035,pulp+fiction+1994,44
606665,a+good+night+to+die+2003,62
116913,the+lost+skeleton+of+cadavra+2001,55
136134,the+six+million+dollar+man+1973,60
327289,payback+1999,53
570731,nanayo+2008,8
242119,sympathy+for+mr.+vengeance+2002,38
527138,the+voices+2014,51
177856,peter+pan+1953,23
251374,inglourious+basterds+2009,110
361617,the+wedding+party+2005,64
463582,before+sunrise+1995,77
