user_id,movie_id,watch,timestamp
291105,iron+man+3+2013,1
235807,crime+and+punishment+1983,4
570659,mulan+1998,75
583650,the+color+purple+1985,71
217337,brother+2010,11
527793,geronimo+an+american+legend+1993,34
644615,the+great+yokai+war+2005,17
44705,american+the+bill+hicks+story+2010,16
449189,the+secret+world+of+arrietty+2010,36
141465,the+little+mermaid+1989,8
594213,kvarteret+skatan+reser+till+laholm+2012,69
30305,midnight+chronicles+2008,91
202473,vicky+cristina+barcelona+2008,54
500477,la+crmonie+1995,51
363152,the+hobbit+the+desolation+of+smaug+2013,127
208628,walk+the+line+2005,31
464020,walking+on+sunshine+2014,51
455657,monsters_+inc.+2001,92
265939,ratatouille+2007,45
200847,interstellar+2014,140
443158,moon+2009,60
479419,night+on+earth+1991,95
176003,walle+2008,73
285319,the+call+2013,20
652752,harry+potter+and+the+philosophers+stone+2001,111
658538,the+man+who+loved+women+1977,94
299254,you+dont+know+jack+2010,74
627826,the+odd+couple+1968,45
667622,forrest+gump+1994,12
530414,a+bugs+life+1998,43
571235,star+wars+1977,17
583461,seven+days+to+noon+1950,59
353475,spider-man+2002,80
96392,the+good_+the+bad+and+the+ugly+1966,17
252483,jude+1996,38
329944,flamenco+1995,21
175657,not+one+less+1999,1
406151,in++out+1997,80
588118,eddie+murphy+raw+1987,82
390532,close+encounters+of+the+third+kind+1977,132
397656,the+incredible+hulk+2008,112
532427,indiana+jones+and+the+temple+of+doom+1984,80
157698,wicked+1998,78
92289,universal+soldier+day+of+reckoning+2012,12
114800,on+our+merry+way+1948,57
139796,interstellar+2014,130
669466,conquest+1983,36
57251,shake+hands+with+the+devil+2007,22
281844,the+fat+spy+1966,70
315732,ong-bak+the+thai+warrior+2003,23
304108,the+unholy+wife+1957,23
193100,homework+1989,58
314041,harry+potter+and+the+half-blood+prince+2009,120
96441,the+hobbit+the+desolation+of+smaug+2013,70
686186,saving+private+ryan+1998,13
462136,up+in+arms+1944,51
549083,before+the+devil+knows+youre+dead+2007,113
133895,constantine+2005,51
461889,a+scanner+darkly+2006,42
648630,princess+mononoke+1997,131
323653,paper+moon+1973,50
524731,rear+window+1954,72
528808,gladiator+2000,144
371931,thor+the+dark+world+2013,10
160570,harakiri+1962,37
433359,exiles+2004,81
503214,nightcrawler+2014,70
640399,front+of+the+class+2008,75
81394,charlie+and+the+chocolate+factory+2005,15
593897,au+hasard+balthazar+1966,19
195536,la+belle+noiseuse+1991,49
189950,tarda+estate+2010,26
20369,kink+2013,54
35981,love+in+another+language+2009,12
301816,l+1953,37
438927,the+woman+in+the+fifth+2011,29
402341,harry+potter+and+the+half-blood+prince+2009,139
347625,s.w.a.t.+firefight+2011,52
229115,lies++illusions+2009,63
431201,something+new+2006,76
209823,purge+2012,57
218977,harry+potter+and+the+goblet+of+fire+2005,80
629880,berlin+is+in+germany+2001,91
659514,the+hunger+games+mockingjay+-+part+1+2014,72
579382,the+homecoming+1973,56
197771,shutter+island+2010,100
600579,batman+begins+2005,135
599577,die+hard+1988,108
624981,cass+2008,63
65436,harry+potter+and+the+philosophers+stone+2001,97
456666,the+amazing+spider-man+2012,45
227638,the+dark+knight+2008,33
520225,oceans+eleven+2001,98
65228,armbryterskan+frn+ensamheten+2004,65
359468,whos+your+daddy+2004,35
7958,the+terminator+1984,78
334761,penguins+of+madagascar+2014,23
500050,dawn+of+the+planet+of+the+apes+2014,11
367714,the+son-daughter+1932,28
447430,gattaca+1997,59
481009,couples+retreat+2009,62
296964,cliffhanger+1993,96
684104,a+bugs+life+1998,1
485845,lucia+2013,97
459454,the+hunger+games+catching+fire+2013,147
