user_id,movie_id,watch,timestamp
618488,freaky+friday+2003,88
346285,the+nun+2005,5
494120,behind+the+candelabra+2013,11
171867,faster_+pussycat+kill+kill+1965,11
650854,pinocchio+1940,27
6132,different+for+girls+1996,43
542357,dial+m+for+murder+1954,13
161182,the+equalizer+2014,46
499531,mystery+2012,77
445042,chicken+run+2000,29
631683,ghostbusters+1984,38
70997,fatal+attraction+1987,75
304484,black+swan+2010,56
555154,chaos+2001,48
375040,the+guitar+mongoloid+2004,55
312031,ballet+shoes+2008,58
366939,a+fever+in+the+blood+1961,49
452497,orders+1974,15
405652,the+pentagon+papers+2003,70
381452,ratatouille+2007,53
163968,alien+1979,68
220657,nora+roberts+blue+smoke+2007,89
700953,8+1963,117
589579,american+flyers+1985,25
78717,61*+2001,99
589389,all+the+way+boys+1972,36
306053,metallica+some+kind+of+monster+2004,107
179400,a+dangerous+woman+1993,41
112026,fight+club+1999,104
446534,the+cove+2009,70
431638,inception+2010,109
716816,a+foreign+affair+1948,3
359810,the+last+days+2013,71
691533,harry+potter+and+the+deathly+hallows+part+2+2011,37
688567,tercera+llamada+2013,63
521491,super+troopers+2001,10
442431,the+organizer+1963,128
232485,lady+in+a+cage+1964,81
489734,meatballs+1979,59
23356,noises+off...+1992,36
612409,the+swan+princess+the+mystery+of+the+enchanted+kingdom+1998,53
329728,cinderella+2015,86
504847,savior+1998,20
524863,the+lord+of+the+rings+the+return+of+the+king+2003,26
515397,sugarbaby+1985,38
494715,hairspray+2007,112
685113,independents+2007,71
413813,taken+2008,68
479481,thrse+raquin+1953,75
326860,shining+through+1992,24
586045,snow+flower+and+the+secret+fan+2011,29
118921,alien+1979,66
130131,constantine+2005,5
535962,oliver+twist+1999,10
565512,the+princess+diaries+2001,38
11918,harry+potter+and+the+philosophers+stone+2001,143
124571,nanook+of+the+north+1922,66
357106,kiss+me+again+2006,34
534854,chicken+with+plums+2011,33
621404,bambi+1942,64
264101,aladdin+1992,59
694784,two+girls+and+a+guy+1997,30
675969,fur+an+imaginary+portrait+of+diane+arbus+2006,89
717850,most+wanted+1997,38
422809,compulsion+1959,64
108653,the+last+temptation+of+christ+1988,82
357564,fire-eater+1998,100
461563,when+heroes+lie+2012,111
490476,the+icicle+thief+1989,60
279956,trust+1990,27
720836,nausica+of+the+valley+of+the+wind+1984,95
542188,coherence+2013,5
240950,the+substance+of+fire+1996,38
203421,whiplash+2014,92
50784,edge+of+tomorrow+2014,15
409955,inception+2010,116
28511,hairspray+2007,42
74972,x-men+days+of+future+past+2014,65
580453,valmont+1989,65
700314,8+women+2002,76
589293,summer+days+with+coo+2007,108
584025,whirlpool+1949,34
495630,jetsons+the+movie+1990,28
492527,duelist+2005,44
11543,changing+sides+2008,22
442680,mall+2014,66
686670,the+princess+diaries+2+royal+engagement+2004,77
248576,the+perils+of+pauline+1914,32
499716,superman+doomsday+2007,43
335187,tender+mercies+1983,47
632797,inception+2010,53
298650,star+wars+1977,76
474308,close+encounters+of+the+third+kind+1977,1
30532,the+hobbit+the+desolation+of+smaug+2013,17
362633,the+terminator+1984,77
573508,cinderella+2015,48
93992,happy+accidents+2000,86
432270,titanic+1997,134
218823,one+hundred+and+one+dalmatians+1961,57
534220,summer+magic+1963,80
290034,the+lego+movie+2014,95
531168,thirty+day+princess+1934,26
430704,talking+funny+2011,25
474228,zouzou+1934,75
83828,kanchenjungha+1962,68
656423,the+forgotten+2004,57
432586,the+swell+season+2011,74
88698,no+one+lives+2013,74
97393,il+mare+2000,91
410286,titanic+1997,86
615557,gettysburg+1993,28
375360,the+day+the+earth+stood+still+1951,52
495330,the+hobbit+the+battle+of+the+five+armies+2014,82
82796,indiana+jones+and+the+last+crusade+1989,93
489905,the+vanishing+american+1925,103
280872,pulp+fiction+1994,19
336731,tender+comrade+1943,90
498331,catacombs+2007,79
486034,the+shawshank+redemption+1994,87
403976,before+i+go+to+sleep+2014,51
595949,operation+crossbow+1965,10
508130,saving+private+ryan+1998,154
171316,the+shawshank+redemption+1994,78
268465,city+in+darkness+1939,48
30925,ball+of+fire+1941,5
635980,ice+age+2002,31
330929,the+ballad+of+narayama+1983,85
586054,the+loveless+1981,3
354058,the+amazing+spider-man+2012,131
608753,wings+1927,102
214052,may+fools+1990,48
603613,tito+and+me+1992,81
182490,thank+god+its+friday+1978,88
17870,the+good_+the+bad+and+the+ugly+1966,38
238403,crimson+tide+1995,85
652319,one+flew+over+the+cuckoos+nest+1975,86
400809,presumed+innocent+1990,96
267928,the+hobbit+an+unexpected+journey+2012,29
308917,barneys+version+2010,78
528558,harry+potter+and+the+goblet+of+fire+2005,38
625028,the+godfather+1972,115
375836,fight+club+1999,92
378004,merry-go-round+1923,36
656642,very+ordinary+couple+2013,62
637217,damnation+1988,7
569192,mirror+mirror+2012,58
395112,above+suspicion+1995,37
665691,pretty+maids+all+in+a+row+1971,18
140496,a+bugs+life+1998,19
319660,insurgent+2015,12
562365,the+wolf+of+wall+street+2013,39
614763,the+lord+of+the+rings+the+return+of+the+king+2003,28
