user_id,movie_id,rate
351973,whisper+of+the+heart+1995,4
719583,the+dark+knight+rises+2012,4
682101,forrest+gump+1994,5
151132,a+woman+under+the+influence+1974,4
111865,red+heat+1988,4
349331,the+great+happiness+space+tale+of+an+osaka+love+thief+2006,5
118601,dr.+no+1962,4
374851,in+the+heat+of+the+night+1967,5
511996,kikis+delivery+service+1989,3
545933,pinocchio+1940,3
48075,valhalla+rising+2009,3
282303,moonrise+kingdom+2012,5
575933,dark+star+1974,4
79472,star+wars+1977,4
158128,the+inspector+general+1949,4
356577,casino+royale+2006,4
716467,captain+phillips+2013,4
357213,mortal+transfer+2001,5
682713,monty+python+and+the+holy+grail+1975,4
721488,the+orphanage+2007,4
345829,wreck-it+ralph+2012,5
275023,sitting+pretty+1948,4
329727,spirited+away+2001,4
209378,star+wars+1977,3
563857,green+lantern+first+flight+2009,4
1760,unforgiven+1992,5
646821,watch+the+shadows+dance+1987,3
583640,outrage+beyond+2012,3
389030,whats+up_+doc+1972,4
65716,marie+antoinette+2006,2
72975,whisper+of+the+heart+1995,4
529648,rashomon+1950,4
357551,the+contractor+2007,4
488233,the+racket+1951,4
620720,henry+2010,3
595867,stingray+sam+2009,3
301504,like+crazy+2011,3
542337,lonely+are+the+brave+1962,4
330420,2001+a+space+odyssey+1968,3
56226,requiem+for+a+heavyweight+1962,4
501837,departures+2008,5
602626,dreaming+of+joseph+lees+1999,3
18080,le+7me+jur+2008,4
533168,forrest+gump+1994,4
212699,broken+blossoms+1919,4
469662,coffy+1973,4
704774,the+sea+wolf+1941,4
665719,the+jungle+book+1967,4
294998,below+the+belt+1980,3
197073,little+italy+1978,3
393978,amistad+1997,4
273767,this+island+earth+1955,3
32074,die+hard+1988,5
691757,more+1998,4
444228,clueless+1995,4
711428,the+last+metro+1980,3
58805,superman+doomsday+2007,3
250982,max+2002,4
327875,the+officers+ward+2001,3
544513,the+incredibles+2004,2
121184,my+blue+heaven+1950,4
324416,one+hundred+and+one+dalmatians+1961,4
547869,balzac+and+the+little+chinese+seamstress+2002,3
629164,att+stjla+en+tjuv+1996,4
401568,the+groove+tube+1974,3
420719,smoke+signals+1998,4
512003,fight+club+1999,3
289870,easy+virtue+2008,3
242069,the+fifth+element+1997,4
467378,judgment+at+nuremberg+1961,5
97919,the+matchmaker+1997,5
67298,in+enemy+hands+2005,4
526738,harriet+craig+1950,3
409944,the+adventures+of+tartu+1943,3
294785,the+artist+2011,3
457883,dawn+of+the+planet+of+the+apes+2014,4
249005,the+lord+of+the+rings+the+return+of+the+king+2003,5
638226,the+maze+runner+2014,4
563647,lone+wolf+and+cub+baby+cart+to+hades+1972,4
123923,walle+2008,4
500084,kuroneko+1968,3
245497,talaash+2012,4
96846,spartacus+1960,4
680056,men+in+black+ii+2002,3
654963,forrest+gump+1994,4
78516,zero+tolerance+1999,4
260260,backbeat+1994,4
669228,chori+chori+chupke+chupke+2001,3
673172,aliens+1986,4
565560,bolt+2008,2
573191,black+swan+2010,3
428421,star+wars+1977,5
717134,toy+story+2+1999,4
520481,mirror+mirror+2012,3
118203,make+believe+2011,4
37380,scarface+1983,4
598083,meet+the+fockers+2004,3
19165,a+most+wanted+man+2014,4
683413,the+king+and+i+1956,4
590401,ratatouille+2007,2
27005,larceny+inc.+1942,3
575992,the+mummys+tomb+1942,2
684486,second+honeymoon+1937,4
598546,count+three+and+pray+1955,4
183970,the+man+without+a+shadow+2004,4
595983,american+pie+2+2001,2
348256,the+avengers+2012,4
354161,alatriste+2006,2
51343,tunes+of+glory+1960,4
583138,the+boys+in+company+c+1978,5
54422,despicable+me+2010,5
205793,akira+1988,4
605200,picnic+at+hanging+rock+1975,3
545667,unbroken+2014,4
210265,the+simpsons+movie+2007,3
455221,swoon+1992,4
113103,the+rapture+1991,4
369038,kama+sutra+-+a+tale+of+love+1996,3
569095,vincent+wants+to+sea+2010,2
411664,the+navigator+a+medieval+odyssey+1988,4
86496,bomb+it+2007,5
91318,revenge+of+the+pink+panther+1978,5
314647,not+quite+hollywood+2008,4
652704,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4
644525,hesher+2010,4
188981,the+incredibles+2004,4
522011,godzilla+2000+1999,4
513480,how+to+train+your+dragon+2010,4
414057,hogfather+2006,4
338424,asterix+in+britain+1986,4
186938,that+obscure+object+of+desire+1977,4
44941,batman+begins+2005,4
508479,american+teen+2008,3
397898,apartment+4e+2012,4
2941,whiplash+2014,5
476637,no+place+to+hide+1970,4
688564,the+maze+runner+2014,4
372398,an+affair+of+the+heart+2012,2
379976,the+klansman+1974,4
65443,the+manchurian+candidate+1962,4
34547,cooking+up+dreams+2009,3
371554,knights+of+badassdom+2013,5
110695,fire+1996,3
671234,the+net+2.0+2006,4
163429,my+neighbor+totoro+1988,4
523797,damnation+alley+1977,4
328352,goal+iii++taking+on+the+world+2009,4
679512,hot+fuzz+2007,4
151206,the+punk+singer+2013,3
350800,pulp+fiction+1994,4
202459,a+tale+of+two+sisters+2003,3
111895,arsenal+1929,3
717983,the+holiday+2006,4
85408,bloodsuckers+from+outer+space+1984,3
207370,steamboat+bill_+jr.+1928,5
633997,fight+club+1999,5
659546,songs+from+the+second+floor+2000,4
597758,doctor+who+1996,4
151018,percy+jackson++the+olympians+the+lightning+thief+2010,4
169374,the+enemy+below+1957,4
210629,close-up+1990,4
483062,of+mice+and+men+1992,3
599610,the+lord+of+the+rings+the+return+of+the+king+2003,4
698226,restless+2011,5
30797,tinker+tailor+soldier+spy+2011,4
169780,louis+c.k.+chewed+up+2008,4
638117,frankenstein+90+1984,4
368464,road+to+utopia+1946,3
335385,dj+vu+2006,4
368794,the+secret+life+of+zoey+2002,3
338040,the+traveler+1974,4
102752,hard+eight+1996,3
133683,the+worlds+end+2013,4
199147,a+trip+down+the+river+1970,4
39557,star+trek+ii+the+wrath+of+khan+1982,5
566695,interstellar+2014,4
202208,how+to+train+your+dragon+2+2014,3
15343,10+things+i+hate+about+you+1999,4
705217,my+flesh+my+blood+2009,3
695935,time+of+the+gypsies+1988,4
719979,class+action+1991,4
673832,george+carlin+life+is+worth+losing+2005,3
93837,midnight+movies+from+the+margin+to+the+mainstream+2006,4
224307,harry+potter+and+the+half-blood+prince+2009,4
498876,hamburger+hill+1987,4
436503,our+hospitality+1923,5
382858,the+terrorist+1998,4
583465,oranges+and+sunshine+2010,3
58449,robots+2005,2
486911,harmontown+2014,3
223942,watchmen+2009,4
580815,two+plus+two+2012,4
325893,the+people+vs.+larry+flynt+1996,3
602560,jean+renoir+part+one+-+from+la+belle+poque+to+world+war+ii+1993,4
83863,the+tree+2010,3
365200,8+million+ways+to+die+1986,5
717081,desire+under+the+elms+1958,4
268373,frozen+2013,4
82321,the+detective+2+2011,3
285831,apollo+13+1995,4
455364,sitcom+1998,4
579609,star+wars+episode+ii+-+attack+of+the+clones+2002,3
149450,despicable+me+2010,5
230156,peter+pan+1953,4
340060,pollock+2000,4
557334,the+christian+revolt+1962,4
706466,avatar+2009,3
413966,how+to+train+your+dragon+2010,4
642988,chinese+roulette+1976,3
322658,the+sun+also+rises+2007,2
541720,predator+1987,3
198559,penguins+of+madagascar+2014,4
21700,trojan+war+1997,3
522244,seance+on+a+wet+afternoon+1964,4
125418,newcastle+2008,4
630832,fantasma+2006,3
208402,okie+noodling+2001,4
210329,the+prestige+2006,3
279129,harry+potter+and+the+philosophers+stone+2001,3
167793,my+neighbor+totoro+1988,5
413386,three+came+home+1950,5
558267,raiders+of+the+lost+ark+1981,5
444850,the+wreck+of+the+mary+deare+1959,2
394694,wings+in+the+dark+1935,5
517649,crows+zero+2007,3
280159,mulan+1998,3
166068,wolf+children+2012,3
699885,treasure+island+1990,4
15154,survive+style+5+2004,4
194970,shark+tale+2004,2
99797,zero+effect+1998,3
611756,saving+private+ryan+1998,4
720769,get+him+to+the+greek+2010,5
166736,the+fifth+element+1997,5
452188,the+wedding+party+1969,3
563784,seven+pounds+2008,5
359454,peter+pan+1953,3
570329,high+sierra+1941,4
108603,big+nothing+2006,3
9695,largent+1983,3
84667,the+war+on+democracy+2007,4
13426,the+amazing+spider-man+2012,3
150645,pulp+fiction+1994,5
234664,shrek+forever+after+2010,3
333276,oh_+woe+is+me+1993,2
325069,letters+from+iwo+jima+2006,3
150789,cadillac+records+2008,4
536286,eyes+without+a+face+1960,5
264655,mad+max+1979,3
704975,the+seduction+of+joe+tynan+1979,3
8021,glory+to+the+filmmaker+2007,5
470428,harry+potter+and+the+prisoner+of+azkaban+2004,3
545500,brideshead+revisited+2008,4
80048,bringing+up+baby+1938,5
451254,attack+1956,4
233984,the+night+of+the+hunter+1955,4
125385,the+adventures+of+andr+and+wally+b.+1984,3
184199,the+manchurian+candidate+1962,5
404571,john+wick+2014,3
510952,the+inspector+general+1949,4
602889,the+career+of+nikos+dyzma+2002,3
73645,capital+2012,4
475346,how+wang-fo+was+saved+1987,3
457374,monsters_+inc.+2001,3
201322,happy+gilmore+1996,3
555466,all+the+presidents+men+1976,4
457034,pirates+of+the+caribbean+dead+mans+chest+2006,3
401625,too+big+to+fail+2011,5
465491,patriotism+1966,4
478885,the+haunting+of+helena+2013,3
543744,the+negotiator+1998,5
